especievalida,nombrecomun,categoriaresidenciaaves,longitud,latitud
Plegadis falcinellus,ibis cara oscura,Residente (R); Migratoria de invierno (MI),-86.9636536,20.7586019
Pluvialis dominica,"chorlo dominico, chorlo dorado americano",Migratoria de invierno (MI),-97.0666667,20.5
Pluvialis fulva,"chorlo dorado del pacífico, chorlo fulvo",Migratoria de invierno (MI),-115.932317,30.4076294
Pluvialis squatarola,chorlo gris,Migratoria de invierno (MI),-89.838404,21.243586
Podiceps auritus,zambullidor cornudo,Migratoria de invierno (MI),-101.0959339,29.4590202
Podiceps grisegena,zambullidor cuello rojo,Accidental (A),-113.5259771,31.2996015
Podiceps nigricollis,zambullidor orejón,Residente (R); Migratoria de invierno (MI),-111.2332262,25.7185884
Podilymbus podiceps,zambullidor pico grueso,Residente (R); Migratoria de invierno (MI),-103.7434971,25.2729318
Poecile gambeli,carbonero cejas blancas,Transitoria (T),-115.8542121,32.0432978
Poecile sclateri,carbonero mexicano,Residente (R),-105.8714233,23.592585
Poecile sclateri sclateri,carbonero mexicano,Residente (R),-98.0416667,19.3283333
Poecilostreptus cabanisi,tangara chiapaneca,Residente (R),-92.14638,15.08608
Poecilotriccus sylvia,"espatulilla gris, mosquerito espatulilla gris",Residente (R),-87.3098356,20.3988183
Polioptila albiloris,perlita pispirria,Residente (R),-93.09415,16.80234
Polioptila albiloris albiloris,perlita pispirria,Residente (R),-95,16.67
Polioptila albiventris,perlita yucateca,Residente (R),-89.8413906,21.2487128
Polioptila bilineata,perlita tropical,Residente (R),-87.7313232,20.4823411
Polioptila caerulea,perlita azulgris,Residente (R); Migratoria de invierno (MI),-100.1943898,17.4221123
Polioptila californica,perlita californiana,Residente (R),-115.5833333,30.065
Polioptila melanura,perlita del desierto,Residente (R),-100.581523,25.021968
Polioptila nigriceps,perlita sinaloense,Residente (R),-109.5463004,28.4557269
Pooecetes gramineus,gorrión cola blanca,Migratoria de invierno (MI),-100.581523,25.021968
Pooecetes gramineus gramineus,gorrión cola blanca,Migratoria de invierno (MI),-97.5033333,25.8683333
Porphyrio martinicus,gallineta morada,Residente (R); Migratoria de invierno (MI),-93.0204045,18.1705908
Porzana carolina,polluela sora,Residente (R); Migratoria de invierno (MI),-99.4973373,19.1531034
Procellaria parkinsoni,petrel de Parkinson,Accidental (A); Oceánica (O),-113.0333333,28.8833333
Progne chalybea,"golondrina acerada, golondrina pecho gris",Residente (R); Migratoria de verano (MV),-100.1943898,17.4221123
Progne chalybea chalybea,golondrina acerada,Residente (R); Migratoria de verano (MV),-91.3061944,16.1730278
Progne sinaloae,golondrina sinaloense,Migratoria de verano (MV),-104.8519446,20.7609876
Progne subis,golondrina azulnegra,Migratoria de verano (MV); Transitoria (T),-89.0320753,18.4323762
Progne subis subis,golondrina azulnegra,Migratoria de verano (MV); Transitoria (T),-95.2166667,18.6966667
Progne tapera,golondrina pecho café,Accidental (A),-86.9935226,20.3690898
Protonotaria citrea,chipe dorado,Migratoria de invierno (MI),-93.3392684,15.6006862
Psaltriparus minimus,sastrecillo,Residente (R),-103.518863,19.533456
Psarocolius montezuma,oropéndola de Moctezuma,Residente (R),-95.01698,18.35812
Psarocolius wagleri,oropéndola cabeza castaña,Residente (R),-96.3405674,17.6638143
Psarocolius wagleri wagleri,oropéndola cabeza castaña,Residente (R),-91.3088056,16.1921111
Pseudastur albicollis,aguililla blanca,Residente (R),-95.01698,18.35812
Pseudobulweria rostrata,petrel de Isla Tahití,Accidental (A),-96.0151701,15.6019401
Psilorhinus morio,"chara papán, chara pea",Residente (R),-95.01698,18.35812
Psiloscops flammeolus,tecolote ojos oscuros,Residente (R); Migratoria de invierno (MI); Migratoria de verano (MV),-104.2786111,23.29
Psittacara holochlorus,perico mexicano,Residente (R),-98.947105,22.0814097
Psittacara strenuus,perico centroamericano,Residente (R),-94.2344438,16.4311108
Pterodroma cervicalis,petrel cuello blanco,Accidental (A),-114.481734,18.375745
Pterodroma cookii,petrel de Cook,Transitoria (T); Oceánica (O),-111.893265,23.393002
Pterodroma externa,"petrel de Isla Juan Fernández, petrel de Juan Fernández",Transitoria (T); Oceánica (O),-109.6092299,23.6186096
Pterodroma heraldica,petrel heráldico,Accidental (A),-109.27835,19.37982
Pterodroma neglecta,petrel de Kermadec,Transitoria (T); Oceánica (O),-116.786556,31.791303
Pteroglossus torquatus,tucancillo collarejo,Residente (R),-95.01698,18.35812
Pteroglossus torquatus torquatus,arasari de collar,Residente (R),-96.8333333,18.9166667
Ptiliogonys cinereus,capulinero gris,Residente (R),-100.1943898,17.4221123
Ptiliogonys cinereus cinereus,capulinero gris,Residente (R),-97.3,18.7166667
Ptychoramphus aleuticus,"alcuela oscura, alquita oscura",Residente (R); Oceánica (O),-113.1814109,26.8653891
Ptychoramphus aleuticus aleuticus,alcuela oscura,Residente (R); Oceánica (O),-115.7916667,29.7816667
Puffinus auricularis,"pardela de Islas Revillagigedo, pardela de Revillagigedo",Residente (R); Oceánica (O),-108.837507,18.789197
Puffinus auricularis auricularis,pardela de revillagigedo,Residente (R); Oceánica (O),-96.49,15.6633333
Puffinus lherminieri,pardela de Audubon,Accidental (A); Oceánica (O),-100.2667,16.85
Puffinus nativitatis,"pardela de Isla Navidad, pardela de Navidad",Transitoria (T); Oceánica (O),-96.5938568,15.5695215
Puffinus opisthomelas,pardela mexicana,Residente (R); Oceánica (O),-111.2557983,27.9689337
Puffinus puffinus,pardela boreal,Accidental (A); Oceánica (O),-113.0667,25.4333
Puffinus subalaris,pardela de Galápagos,Transitoria (T); Oceánica (O),-96.1231687,15.7468502
Pulsatrix perspicillata,búho de anteojos,Residente (R),-95.1468534,18.5228338
Pygochelidon cyanoleuca,golondrina albiazul,Accidental (A),-93.1166667,16.7416667
Pyrilia haematotis,loro cabeza oscura,Residente (R),-91.579609,16.970338
Pyrocephalus rubinus,"mosquero cardenal, papamoscas cardenalito",Residente (R); Migratoria de invierno (MI),-89.0320753,18.4323762
Quiscalus mexicanus,zanate mayor,Residente (R),-100.1943898,17.4221123
Quiscalus mexicanus mexicanus,zanate mexicano,Residente (R),-91.3097778,16.1940833
Quiscalus palustris,zanate del Lerma,Residente (R),-99.5203884,19.2429981
Quiscalus quiscula,"zanate común, zanate norteño",Accidental (A),-108.933239,26.998048
Rallus crepitans,"rascón costero del atlántico, rascón picudo",Residente (R); Migratoria de invierno (MI),-89.3485022,21.3274368
Rallus elegans,rascón real,Residente (R),-110.312738,24.142297
Rallus limicola,"rascón cara gris, rascón limícola",Residente (R); Migratoria de invierno (MI),-99.4973373,19.1531034
Rallus limicola limicola,rascón limícola,Residente (R); Migratoria de invierno (MI),-116.0166667,30.75
Rallus obsoletus,rascón costero del Pacífico,Residente (R),-109.2345923,26.405194
Rallus tenuirostris,rascón azteca,Residente (R),-103.2832499,20.404625
Ramosomyia violiceps,colibrí corona violeta,Residente (R),-103.3946993,20.7082516
Ramosomyia viridifrons,colibrí frente verde,Residente (R),-93.646946,16.1749128
Ramphastos sulfuratus,tucán pico canoa,Residente (R),-95.01698,18.35812
Ramphastos sulfuratus sulfuratus,tucán pico de canoa,Residente (R),-91.3078333,16.2024444
Ramphocaenus melanurus,"saltón picudo, soterillo picudo",Residente (R),-92.8918767,15.4802515
Ramphocelus passerinii,"tangara rabadilla roja, tangara terciopelo",Residente (R),-90.8980597,16.2064766
Ramphocelus sanguinolentus,"tangara rojinegra, tangara sanguinolenta",Residente (R),-91.577934,16.967433
Ramphotrigon flammulatum,"papamoscas jaspeado, papamoscas mexicano",Residente (R),-106.332947,23.4299623
Recurvirostra americana,avoceta americana,Residente (R); Migratoria de invierno (MI),-99.4973373,19.1531034
Regulus satrapa,"reyezuelo corona amarilla, reyezuelo de oro",Residente (R); Migratoria de invierno (MI),-99.1195214,20.0073064
Rhodinocichla rosea,"tangara cuitlacoche, tangara pecho rosa",Residente (R),-103.8955864,19.2922282
Rhodothraupis celaeno,picogordo cuello rojo,Residente (R),-99.2587,23.2363
Rhynchocyclus brevirostris,"mosquerito pico plano, mosquero de anteojos",Residente (R),-100.1943898,17.4221123
Rhynchocyclus brevirostris brevirostris,mosquero de anteojos,Residente (R),-91.3065833,16.2008333
Rhynchophanes mccownii,escribano de McCown,Migratoria de invierno (MI),-106.459,29.9198
Rhynchopsitta pachyrhyncha,cotorra serrana occidental,Migratoria de invierno (MI); Migratoria de verano (MV),-107.535,30.4166667
Rhynchopsitta terrisi,cotorra serrana oriental,Residente (R),-101.4483333,25.2016667
Rhytipterna holerythra,"mosquero canelo, plañidera alazán",Residente (R),-91.5111351,16.1157499
Rhytipterna holerythra holerythra,plañidera alazán,Residente (R),-95.0333333,17.1383333
Ridgwayia pinicola,"mirlo azteca, mirlo pinto",Residente (R),-99.66667,17.55
Riparia riparia,golondrina ribereña,Migratoria de invierno (MI); Migratoria de verano (MV); Transitoria (T),-87.2157115,20.5080057
Rissa tridactyla,gaviota patas negras,Migratoria de invierno (MI),-117.4754,32.5833
Rostrhamus sociabilis,gavilán caracolero,Residente (R),-88.2353052,18.8797935
Rupornis magnirostris,aguililla caminera,Residente (R),-89.89328,18.365054
Rynchops niger,rayador americano,Residente (R); Migratoria de invierno (MI),-95.9393388,18.9014617
Salpinctes obsoletus,"chivirín saltarroca, saltapared de rocas",Residente (R),-114.4300045,28.8824166
Saltator atriceps,"picurero cabeza negra, saltador cabeza negra",Residente (R),-100.1943898,17.4221123
Saltator atriceps atriceps,picurero cabeza negra,Residente (R),-91.3088056,16.1921111
Saltator grandis,"picurero grisáceo, saltador gris",Residente (R),-92.9896666,18.3187638
Saltator maximus,"picurero bosquero, saltador garganta ocre",Residente (R),-95.01698,18.35812
Sarcoramphus papa,zopilote rey,Residente (R),-89.3372508,17.8837125
Saucerottia beryllina,colibrí berilo,Residente (R),-100.1943898,17.4221123
Saucerottia cyanocephala,colibrí corona azul,Residente (R),-96.8967797,19.5173977
Saucerottia cyanura,colibrí cola azul,Residente (R),-92.1484124,15.0871128
Sayornis nigricans,papamoscas negro,Residente (R); Migratoria de invierno (MI),-109.5463004,28.4557269
Sayornis phoebe,papamoscas fibí,Migratoria de invierno (MI),-98.659125,25.7505063
Sayornis saya,papamoscas llanero,Residente (R); Migratoria de invierno (MI),-100.581523,25.021968
Sayornis saya saya,papamoscas llanero,Residente (R); Migratoria de invierno (MI),-101.43,20.7183333
Schiffornis veraepacis,"flautín cabezón mesoamericano, saltarín café",Residente (R),-90.9471962,16.1234976
Sclerurus guatemalensis,hojarasquero oscuro,Residente (R),-90.9410997,16.1124493
Sclerurus guatemalensis guatemalensis,hojarasquero oscuro,Residente (R),-91.6283333,16.8983333
Sclerurus mexicanus,"hojarasquero pecho canela, hojarasquero pecho rufo",Residente (R),-97.833064,20.510176
Sclerurus mexicanus mexicanus,hojarasquero pecho rufo,Residente (R),-96.9283333,19.545
Scolopax minor,"chocha americana, chocha del este",Accidental (A),-99.90146,26.11148
Seiurus aurocapilla,chipe suelero,Migratoria de invierno (MI),-100.1943898,17.4221123
Seiurus aurocapilla aurocapilla,chipe suelero,Migratoria de invierno (MI),-87.2516667,21.535
Selasphorus calliope,"colibrí garganta rayada, zumbador garganta rayada",Migratoria de invierno (MI); Migratoria de verano (MV),-103.518863,19.533456
Selasphorus ellioti,"zumbador guatemalteco, zumbador magenta",Residente (R),-92.085257,15.086542
Selasphorus heloisa,zumbador mexicano,Residente (R),-97.0159721,19.5298923
Selasphorus platycercus,zumbador cola ancha,Residente (R); Migratoria de invierno (MI); Migratoria de verano (MV),-99.6770748,19.2848132
Selasphorus rufus,"zumbador canelo, zumbador rufo",Migratoria de invierno (MI),-103.518863,19.533456
Selasphorus sasin,zumbador de Allen,Migratoria de invierno (MI); Migratoria de verano (MV),-99.1195214,20.0073064
Setophaga americana,"chipe pecho manchado, parula norteña",Migratoria de invierno (MI),-95.03569,18.52424
Setophaga caerulescens,chipe azulnegro,Migratoria de invierno (MI),-87.0163107,20.4039669
Setophaga castanea,chipe castaño,Transitoria (T),-86.8503195,21.1448081
Setophaga cerulea,"chipe celeste, chipe cerúleo",Migratoria de invierno (MI),-86.8503195,21.1448081
Setophaga chrysoparia,"chipe cachetes amarillos, chipe mejilla dorada",Migratoria de invierno (MI); Transitoria (T),-92.6398931,16.7344175
Setophaga citrina,chipe encapuchado,Migratoria de invierno (MI),-95.01698,18.35812
Setophaga coronata,"chipe coronado, chipe rabadilla amarilla",Residente (R); Migratoria de invierno (MI),-100.1943898,17.4221123
Setophaga discolor,chipe de pradera,Migratoria de invierno (MI),-87.01397,20.40559
Setophaga dominica,chipe garganta amarilla,Migratoria de invierno (MI),-88.3018971,18.493776
Setophaga fusca,chipe garganta naranja,Transitoria (T),-87.6154974,20.0784255
Setophaga graciae,chipe cejas amarillas,Residente (R); Migratoria de verano (MV),-100.1943898,17.4221123
Setophaga magnolia,chipe de magnolias,Migratoria de invierno (MI),-95.01698,18.35812
Setophaga nigrescens,chipe negrogris,Migratoria de invierno (MI),-97.4172547,18.9481856
Setophaga occidentalis,chipe cabeza amarilla,Migratoria de invierno (MI),-100.1943898,17.4221123
Setophaga palmarum,chipe playero,Migratoria de invierno (MI),-96.93015,19.42166
Setophaga pensylvanica,chipe flancos castaños,Migratoria de invierno (MI); Transitoria (T),-91.577934,16.967433
Setophaga petechia,chipe amarillo,Residente (R); Migratoria de invierno (MI); Migratoria de verano (MV); Transitoria (T),-89.0320753,18.4323762
Setophaga pinus,chipe pinero,Accidental (A),-89.949955,21.1992387
Setophaga pitiayumi,"chipe tropical, parula tropical",Residente (R); Migratoria de verano (MV),-96.4243948,15.9462477
Setophaga ruticilla,"chipe flameante, pavito migratorio",Migratoria de invierno (MI),-103.8682385,20.6696732
Setophaga striata,"chipe cabeza negra, chipe gorra negra",Transitoria (T),-87.2516667,21.535
Setophaga tigrina,chipe atigrado,Migratoria de invierno (MI),-99.4745064,21.2193009
Setophaga townsendi,"chipe de Townsend, chipe negroamarillo",Migratoria de invierno (MI),-100.1943898,17.4221123
Setophaga virens,chipe dorso verde,Migratoria de invierno (MI),-100.1943898,17.4221123
Sialia currucoides,azulejo pálido,Migratoria de invierno (MI),-115.9085083,32.0453328
Sialia mexicana,azulejo garganta azul,Residente (R); Migratoria de invierno (MI),-102.53333,22.16667
Sialia mexicana mexicana,azulejo garganta azul,Residente (R); Migratoria de invierno (MI),-99.4666667,17.35
Sialia sialis,azulejo garganta canela,Residente (R); Migratoria de invierno (MI),-100.1943898,17.4221123
Sialia sialis sialis,azulejo garganta canela,Residente (R); Migratoria de invierno (MI),-99.1833333,24.0166667
Sicalis luteola,gorrión canario sabanero,Residente (R),-96.0906816,19.0674862
Sitta canadensis,"bajapalos pecho canela, sita canadiense",Migratoria de invierno (MI),-115.9085083,32.0453328
Sitta carolinensis,"bajapalos pecho blanco, sita pecho blanco",Residente (R),-103.518863,19.533456
Sitta pygmaea,"bajapalos enano, sita enana",Residente (R),-99.0156555,19.1555466
Sittasomus griseicapillus,"trepatroncos cabeza gris, trepatroncos oliváceo",Residente (R),-100.1943898,17.4221123
Spatula clypeata,pato cucharón norteño,Migratoria de invierno (MI),-99.4973373,19.1531034
Spatula cyanoptera,cerceta canela,Residente (R); Migratoria de invierno (MI),-99.4973373,19.1531034
Spatula discors,cerceta alas azules,Migratoria de invierno (MI),-99.4973373,19.1531034
Spatula querquedula,cerceta cejas blancas,Accidental (A),-109.6836422,23.0549758
Sphyrapicus nuchalis,"carpintero nuca roja, chupasavia nuca roja",Migratoria de invierno (MI),-100.3548395,25.6080101
Sphyrapicus ruber,"carpintero pecho rojo, chupasavia cabeza roja",Migratoria de invierno (MI),-115.9085083,32.0453328
Sphyrapicus thyroideus,"carpintero elegante, chupasavia oscuro",Residente (R); Migratoria de invierno (MI),-115.9085083,32.0453328
Sphyrapicus thyroideus thyroideus,chupasavia oscuro,Residente (R); Migratoria de invierno (MI),-115.91,32.0466667
Sphyrapicus varius,"carpintero moteado, chupasavia maculado",Migratoria de invierno (MI),-99.1195214,20.0073064
Spindalis zena,tangara cabeza rayada,Residente (R),-86.9324413,20.454812
Spinus atriceps,"jilguerito corona negra, jilguero corona negra",Residente (R),-92.225,15.2366667
Spinus lawrencei,"jilguerito cara negra, jilguero gris",Residente (R); Migratoria de invierno (MI),-109.5463004,28.4557269
Spinus notatus,"jilguerito encapuchado, jilguero encapuchado",Residente (R),-99.1543579,19.407021
Spinus pinus,"jilguerito pinero, jilguero pinero",Residente (R); Migratoria de invierno (MI),-99.0156555,19.1555466
Spinus pinus pinus,jilguero pinero,Residente (R); Migratoria de invierno (MI),-102.5766667,29.0183333
Spinus psaltria,"jilguerito dominico, jilguero dominico",Residente (R),-100.1943898,17.4221123
Spinus psaltria psaltria,jilguero dominico,Residente (R),-99.1833333,24.0166667
Spinus tristis,"jilguerito canario, jilguero canario",Migratoria de invierno (MI),-99.11333,23.14167
Spiza americana,arrocero americano,Migratoria de invierno (MI); Transitoria (T),-98.8679914,19.4905512
Spizaetus melanoleucus,"águila albinegra, águila blanquinegra",Residente (R),-96.3405674,17.6638143
Spizaetus ornatus,águila elegante,Residente (R),-103.518863,19.533456
Spizaetus tyrannus,águila tirana,Residente (R),-100.1943898,17.4221123
Spizella atrogularis,gorrión barba negra,Residente (R); Migratoria de invierno (MI),-99.1195214,20.0073064
Spizella breweri,gorrión de Brewer,Migratoria de invierno (MI),-109.007791,25.7832581
Spizella pallida,gorrión pálido,Migratoria de invierno (MI),-100.581523,25.021968
Spizella passerina,gorrión cejas blancas,Residente (R); Migratoria de invierno (MI),-100.581523,25.021968
Spizella pusilla,"gorrión llanero, gorrión pusila",Migratoria de invierno (MI),-101.8,28.15
Spizella wortheni,gorrión de Worthen,Residente (R),-100.581523,25.021968
Sporophila corvina,semillero variable,Residente (R),-96.3405674,17.6638143
Sporophila corvina corvina,semillero variable,Residente (R),-92.135,16.06
Sporophila funerea,semillero pico grueso,Residente (R),-96.3405674,17.6638143
Sporophila minuta,semillero pecho canela,Residente (R),-98.6341381,16.6265698
Sporophila morelleti,semillero de collar,Residente (R),-95.01698,18.35812
Sporophila schistacea,semillero plomizo,Accidental (A),-90.917055,16.279844
Sporophila torqueola,"semillero de collar, semillero rabadilla canela",Residente (R),-101.6166216,19.6277471
Stelgidopteryx serripennis,golondrina alas aserradas,Residente (R); Migratoria de invierno (MI),-100.1943898,17.4221123
Stelgidopteryx serripennis serripennis,golondrina ala aserrada,Residente (R); Migratoria de invierno (MI),-109.6666667,23.55
Stercorarius longicaudus,salteador cola larga,Transitoria (T); Oceánica (O),-109.9374819,24.3224126
Stercorarius maccormicki,págalo sureño,Migratoria de invierno (MI); Transitoria (T); Oceánica (O),-115.0784826,27.8483731
Stercorarius parasiticus,salteador parásito,Transitoria (T); Oceánica (O),-113.1814109,26.8653891
Stercorarius pomarinus,"salteador pomarino, salteador robusto",Migratoria de invierno (MI); Transitoria (T); Oceánica (O),-113.1814109,26.8653891
Sterna dougallii,charrán rosado,Transitoria (T),-86.9833088,20.2825994
Sterna forsteri,charrán de Forster,Residente (R); Migratoria de invierno (MI),-113.1166667,31.1666667
Sterna hirundo,charrán común,Migratoria de invierno (MI); Transitoria (T),-102.7833333,18.0938889
Sterna paradisaea,charrán ártico,Transitoria (T),-114.034316,26.162883
Sternula antillarum,charrán mínimo,Residente (R); Migratoria de verano (MV),-102.7833333,18.0938889
Sternula antillarum antillarum,charrán mínimo,Residente (R); Migratoria de verano (MV),-96.1316667,19.1733333
Stilpnia larvata,tangara capucha dorada,Residente (R),-94.3,17.15
Streptopelia chinensis,"paloma ala dorada, paloma de oriente",Residente (R),-117.0537472,32.3312382
Streptopelia decaocto,"paloma de collar turca, tórtola de collar",Residente (R),-103.2419,20.29925
Streptopelia roseogrisea,paloma de collar africana,Residente (R),-105.3772206,20.7530761
Streptoprocne rutila,vencejo cuello castaño,Residente (R),-100.1943898,17.4221123
Streptoprocne semicollaris,vencejo nuca blanca,Residente (R),-99.5,17.55
Streptoprocne zonaris,"vencejo collar blanco, vencejo cuello blanco",Residente (R),-92.8918767,15.4802515
Strix fulvescens,búho leonado,Residente (R),-96.61795,17.1863
Strix nigrolineata,"búho barrado albinegro, búho blanquinegro",Residente (R),-95.1468534,18.5228338
Strix occidentalis,"búho manchado, búho moteado",Residente (R),-104.2055556,23.3716667
Strix sartorii,"búho barrado, búho listado",Residente (R),-104.8233611,20.7490556
Strix virgata,búho café,Residente (R),-102.7833333,18.0938889
Sturnella magna,pradero tortillaconchile,Residente (R),-103.4526797,19.5901715
Sturnella neglecta,"pradero del oeste, pradero occidental",Residente (R); Migratoria de invierno (MI),-100.581523,25.021968
Sturnus vulgaris,estornino pinto,Residente (R),-114.73141,32.715386
Sturnus vulgaris vulgaris,estornino pinto,Residente (R),-116.4033333,31.5383333
Sula dactylatra,bobo enmascarado,Residente (R),-93.7167,13.5833
Sula dactylatra dactylatra,bobo enmascarado,Residente (R),-91.9666667,21.2166667
Sula granti,bobo de Nazca,Residente (R),-110.3458176,24.2982215
Sula leucogaster,bobo café,Residente (R),-110.8557763,25.2427987
Sula leucogaster leucogaster,bobo café,Residente (R),-105.2316667,20.6116667
Sula nebouxii,bobo patas azules,Residente (R),-111.2557983,27.9689337
Sula sula,bobo patas rojas,Residente (R),-112.670552,20.956899
Synallaxis erythrothorax,"güitío pecho rufo, hormiguero pepito",Residente (R),-92.893954,15.442236
Synallaxis erythrothorax erythrothorax,güitío pecho rufo,Residente (R),-91.0833333,18.2166667
Synthliboramphus antiquus,mérgulo antiguo,Accidental (A); Oceánica (O),-116.6256237,31.8517525
Synthliboramphus craveri,mérgulo de Craveri,Residente (R); Oceánica (O),-111.8385315,24.4502436
Synthliboramphus hypoleucus,mérgulo de Xantus,Residente (R); Oceánica (O),-117.6385,32.5833
Synthliboramphus hypoleucus hypoleucus,mérgulo de xantus,Residente (R); Oceánica (O),-115.5866667,28.305
Synthliboramphus scrippsi,mérgulo de scripps,Residente (R); Oceánica (O),-116.626189,31.853884
Tachybaptus dominicus,zambullidor menor,Residente (R),-101.0526506,22.1508291
Tachycineta albilinea,golondrina manglera,Residente (R),-88.3018971,18.493776
Tachycineta bicolor,golondrina bicolor,Migratoria de invierno (MI),-114.73141,32.715386
Tachycineta thalassina,golondrina verdemar,Residente (R); Migratoria de invierno (MI),-99.4973373,19.1531034
Tachycineta thalassina thalassina,golondrina verdemar,Residente (R); Migratoria de invierno (MI),-106.3666667,29.45
Tapera naevia,cuclillo rayado,Residente (R),-93.646946,16.1749128
Taraba major,batará mayor,Residente (R),-90.837595,16.250392
Terenotriccus erythrurus,"mosquerito cola castaña, mosquero cola castaña",Residente (R),-91.055301,16.817647
Thalasseus elegans,charrán elegante,Migratoria de invierno (MI); Migratoria de verano (MV),-109.2345923,26.405194
Thalasseus maximus,charrán real,Residente (R); Migratoria de invierno (MI),-88.1649882,21.5992128
Thalasseus maximus maximus,charrán real,Residente (R); Migratoria de invierno (MI),-97.5833333,21.75
Thalasseus sandvicensis,charrán de Sandwich,Residente (R); Migratoria de invierno (MI),-88.1649882,21.5992128
Thamnistes anabatinus,"batará café, batará canelo",Residente (R),-90.9410997,16.1124493
Thamnistes anabatinus anabatinus,batará café,Residente (R),-92.9566667,17.545
Thamnophilus doliatus,batará barrado,Residente (R),-90.7925062,18.4923912
Thraupis abbas,tangara alas amarillas,Residente (R),-95.01698,18.35812
Thraupis episcopus,tangara azulgris,Residente (R),-95.01698,18.35812
Thryomanes bewickii,"chivirín cola oscura, saltapared cola larga",Residente (R),-99.249065,19.009524
Thryophilus pleurostictus,"chivirín barrado, saltapared barrado",Residente (R),-99.1014007,18.9658571
Thryophilus rufalbus,"chivirín rojizo, saltapared albicanelo",Residente (R),-92.1266667,15.08
Thryophilus sinaloa,"chivirín sinaloense, saltapared sinaloense",Residente (R),-100.1943898,17.4221123
Thryothorus ludovicianus,"chivirín de Carolina, saltapared de carolina",Residente (R),-89.2866611,21.0631166
Thryothorus ludovicianus ludovicianus,chivirín sinaloense,Residente (R),-99.5,17.55
Tiaris olivaceus,semillero oliváceo,Residente (R),-95.01698,18.35812
Tigrisoma mexicanum,garza tigre mexicana,Residente (R),-91.9952202,17.7202149
Tilmatura dupontii,colibrí cola pinta,Residente (R),-100.1943898,17.4221123
Tinamus major,tinamú mayor,Residente (R),-96.3405674,17.6638143
Tityra inquisitor,titira pico negro,Residente (R),-98.9742054,21.7340278
Tityra semifasciata,"titira enmascarada, titira puerquito",Residente (R),-100.1943898,17.4221123
Todirostrum cinereum,"espatulilla amarillo, mosquerito espatulilla común",Residente (R),-89.0320753,18.4323762
Tolmomyias sulphurescens,"mosquerito ojos blancos, mosquero ojo blanco",Residente (R),-92.8918767,15.4802515
Toxostoma bendirei,cuicacoche pico corto,Residente (R),-109.2345923,26.405194
Toxostoma cinereum,"cuicacoche bajacaliforniano, cuitlacoche peninsular",Residente (R),-109.928211,23.657133
Toxostoma cinereum cinereum,cuitlacoche peninsular,Residente (R),-110.8333333,25.0833333
Toxostoma crissale,cuicacoche crisal,Residente (R),-115.4697418,31.3097951
Toxostoma curvirostre,cuicacoche pico curvo,Residente (R),-99.249065,19.009524
Toxostoma curvirostre curvirostre,cuitlacoche pico curvo,Residente (R),-99.5,17.55
Toxostoma guttatum,cuicacoche de Isla Cozumel,Residente (R),-86.9324413,20.454812
Toxostoma lecontei,cuicacoche pálido,Residente (R),-113.9987367,28.2932717
Toxostoma lecontei lecontei,cuitlacoche del Vizcaíno,Residente (R),-112.3,27.3666667
Toxostoma longirostre,cuicacoche pico largo,Residente (R),-100.278894,22.536023
Toxostoma longirostre longirostre,cuitlacoche pico largo,Residente (R),-96.9283333,19.545
Toxostoma ocellatum,cuicacoche moteado,Residente (R),-97.4172547,18.9481856
Toxostoma redivivum,cuicacoche californiano,Residente (R),-116.499413,31.795886
Toxostoma rufum,cuicacoche castaño,Accidental (A),-105.2066667,21.8116667
Tringa flavipes,patamarilla menor,Migratoria de invierno (MI),-113.5288954,31.2964638
Tringa glareola,playero andarríos,Accidental (A),-110.3232908,24.1332817
Tringa incana,playero vagabundo,Migratoria de invierno (MI),-109.7397846,23.0239233
Tringa melanoleuca,patamarilla mayor,Migratoria de invierno (MI),-109.5463004,28.4557269
Tringa semipalmata,playero pihuiuí,Migratoria de invierno (MI),-99.7637598,16.748347
Tringa solitaria,playero solitario,Migratoria de invierno (MI),-89.5808659,20.9475923
Tringa solitaria solitaria,playero solitario,Migratoria de invierno (MI),-95.45,18.4666667
Tringa stagnatilis,patamarilla euroasiática,Accidental (A),-105.3702045,22.1959338
Troglodytes aedon,"chivirín saltapared, saltapared común",Residente (R); Migratoria de invierno (MI); Transitoria (T),-100.1943898,17.4221123
Troglodytes aedon aedon,chivirín saltapared,Residente (R); Migratoria de invierno (MI); Transitoria (T),-98.18,22.055
Troglodytes hiemalis,"chivirín chochín, saltapared cholino del este",Accidental (A),-110.6656802,30.8560924
Troglodytes pacificus,saltapared cholino del oeste,Accidental (A),-108.4619021,30.6292848
Troglodytes rufociliatus,"chivirín ceja rufa, saltapared cejas canela",Residente (R),-92.085257,15.086542
Troglodytes rufociliatus rufociliatus,chivirín ceja rufa,Residente (R),-92.9,17.1666667
Troglodytes sissonii,"chivirín de Socorro, saltapared de Isla Socorro",Residente (R),-110.949577,18.727155
Troglodytes tanneri,"chivirín de Clarión, saltapared de Isla Clarión",Residente (R),-114.755748,18.350496
Trogon caligatus,"coa violácea norteña, trogón violáceo",Residente (R),-92.8918767,15.4802515
Trogon citreolus,"coa citrina, trogón citrino",Residente (R),-105.1196864,20.753688
Trogon collaris,"coa de collar, trogón de collar",Residente (R),-100.1943898,17.4221123
Trogon elegans,"coa elegante, trogón elegante",Residente (R),-99.1195214,20.0073064
